65
-1	0	0	3344	768	16
-1	0	2784	3200	32	16
-1	0	1520	3264	160	16
-1	0	2160	3264	272	16
-1	0	2720	3264	208	16
-1	0	2624	3280	32	16
-1	0	1456	3296	48	16
-1	0	1696	3296	96	16
-1	0	2432	3296	48	16
-1	0	2656	3296	48	16
-1	0	2944	3296	176	16
-1	0	3536	3296	48	16
-1	0	3488	3328	32	16
-1	0	768	3360	1584	16
-1	0	2368	3360	192	16
-1	0	2624	3360	48	16
-1	0	2688	3360	896	16
-1	0	2400	3440	32	16
-1	0	2304	3472	224	16
-1	0	2560	3472	32	16
-1	0	2624	3472	160	16
-1	0	2784	3504	32	16
-1	0	2752	3536	32	16
-3	5	688	3248	16	96
-4	6	1504	3264	16	16
-4	6	2144	3264	16	16
-4	6	1488	3280	16	16
-4	6	2128	3280	16	16
-4	6	1440	3296	16	16
-4	6	2112	3296	16	16
-4	6	3520	3296	16	16
-4	6	1424	3312	16	16
-4	6	2096	3312	16	16
-4	6	3504	3312	16	16
-4	6	1408	3328	16	16
-4	6	2080	3328	16	16
-4	6	1392	3344	16	16
-4	6	2064	3344	16	16
-4	6	1680	3264	16	16
-4	6	2928	3264	16	16
-4	6	1696	3280	16	16
-4	6	2944	3280	16	16
-4	6	3120	3296	16	16
-4	6	2496	3312	16	16
-4	6	2720	3312	16	16
-4	6	3136	3312	16	16
-4	6	2512	3328	16	16
-4	6	2736	3328	16	16
-4	6	3152	3328	16	16
-4	6	2528	3344	16	16
-4	6	2752	3344	16	16
-4	6	3168	3344	16	16
-5	1	96	3312	16	32
-5	1	208	3312	16	32
-5	1	352	3312	16	32
-5	1	464	3312	16	32
-5	1	601	3312	16	32
0	1	952	3328	16	32	Direction	-1
0	1	983	3328	16	32	Direction	-1
0	1	1015	3328	16	32	Direction	-1
0	1	1127	3328	16	32	Direction	-1
0	1	1960	3328	16	32	Direction	-1
0	1	1992	3327	16	32	Direction	-1
0	1	2047	3328	16	32	Direction	-1
0	1	1592	3328	16	32	Direction	1
