0	0	0	2816	240	4	0
01	0	0	1408	120	0	0
02	1408	0	1408	120	4	0
021	1408	0	704	60	0	0
022	2112	0	704	60	0	0
023	1408	60	704	60	4	0
0231	1408	60	352	30	0	0
0232	1760	60	352	30	0	0
0233	1408	90	352	30	4	0
02331	1408	90	176	15	0	1	0
02332	1584	90	176	15	0	0
02333	1408	105	176	15	0	2	0	3
02334	1584	105	176	15	0	1	3
0234	1760	90	352	30	0	0
024	2112	60	704	60	4	0
0241	2112	60	352	30	0	0
0242	2464	60	352	30	0	0
0243	2112	90	352	30	4	0
02431	2112	90	176	15	0	0
02432	2288	90	176	15	0	0
02433	2112	105	176	15	0	1	4
02434	2288	105	176	15	0	1	4
0244	2464	90	352	30	0	0
03	0	120	1408	120	4	0
031	0	120	704	60	0	0
032	704	120	704	60	0	0
033	0	180	704	60	4	0
0331	0	180	352	30	4	0
03311	0	180	176	15	0	1	2
03312	176	180	176	15	0	1	2
03313	0	195	176	15	0	1	2
03314	176	195	176	15	0	1	2
0332	352	180	352	30	4	0
03321	352	180	176	15	0	1	2
03322	528	180	176	15	0	1	2
03323	352	195	176	15	0	1	2
03324	528	195	176	15	0	1	2
0333	0	210	352	30	0	0
0334	352	210	352	30	0	0
034	704	180	704	60	4	0
0341	704	180	352	30	4	0
03411	704	180	176	15	0	1	2
03412	880	180	176	15	0	0
03413	704	195	176	15	0	2	2	7
03414	880	195	176	15	0	1	7
0342	1056	180	352	30	4	0
03421	1056	180	176	15	0	0
03422	1232	180	176	15	0	0
03423	1056	195	176	15	0	1	7
03424	1232	195	176	15	0	1	7
0343	704	210	352	30	4	0
03431	704	210	176	15	0	1	7
03432	880	210	176	15	0	1	7
03433	704	225	176	15	0	0
03434	880	225	176	15	0	0
0344	1056	210	352	30	4	0
03441	1056	210	176	15	0	1	7
03442	1232	210	176	15	0	1	7
03443	1056	225	176	15	0	0
03444	1232	225	176	15	0	0
04	1408	120	1408	120	4	0
041	1408	120	704	60	4	0
0411	1408	120	352	30	4	0
04111	1408	120	176	15	0	1	3
04112	1584	120	176	15	0	1	3
04113	1408	135	176	15	0	1	5
04114	1584	135	176	15	0	1	6
0412	1760	120	352	30	4	0
04121	1760	120	176	15	0	0
04122	1936	120	176	15	0	0
04123	1760	135	176	15	0	1	6
04124	1936	135	176	15	0	0
0413	1408	150	352	30	4	0
04131	1408	150	176	15	0	1	5
04132	1584	150	176	15	0	1	6
04133	1408	165	176	15	0	1	1
04134	1584	165	176	15	0	1	8
0414	1760	150	352	30	4	0
04141	1760	150	176	15	0	1	6
04142	1936	150	176	15	0	0
04143	1760	165	176	15	0	0
04144	1936	165	176	15	0	0
042	2112	120	704	60	4	0
0421	2112	120	352	30	4	0
04211	2112	120	176	15	0	1	4
04212	2288	120	176	15	0	1	4
04213	2112	135	176	15	0	0
04214	2288	135	176	15	0	0
0422	2464	120	352	30	0	0
0423	2112	150	352	30	0	0
0424	2464	150	352	30	0	0
043	1408	180	704	60	4	0
0431	1408	180	352	30	4	0
04311	1408	180	176	15	0	1	1
04312	1584	180	176	15	0	1	8
04313	1408	195	176	15	0	2	1	7
04314	1584	195	176	15	0	2	7	8
0432	1760	180	352	30	4	0
04321	1760	180	176	15	0	0
04322	1936	180	176	15	0	0
04323	1760	195	176	15	0	1	7
04324	1936	195	176	15	0	1	7
0433	1408	210	352	30	4	0
04331	1408	210	176	15	0	1	7
04332	1584	210	176	15	0	1	7
04333	1408	225	176	15	0	0
04334	1584	225	176	15	0	0
0434	1760	210	352	30	4	0
04341	1760	210	176	15	0	1	7
04342	1936	210	176	15	0	1	7
04343	1760	225	176	15	0	0
04344	1936	225	176	15	0	0
044	2112	180	704	60	4	0
0441	2112	180	352	30	4	0
04411	2112	180	176	15	0	0
04412	2288	180	176	15	0	0
04413	2112	195	176	15	0	1	7
04414	2288	195	176	15	0	1	7
0442	2464	180	352	30	0	0
0443	2112	210	352	30	4	0
04431	2112	210	176	15	0	1	7
04432	2288	210	176	15	0	1	7
04433	2112	225	176	15	0	0
04434	2288	225	176	15	0	0
0444	2464	210	352	30	0	0
