35
-1	0	0	896	256	16
-1	0	288	896	448	16
-1	0	352	912	32	16
-1	0	304	960	352	16
-1	0	288	976	32	16
-1	0	656	976	16	16
-1	0	736	976	32	16
-1	0	0	992	288	16
-1	0	672	992	96	16
-1	0	768	1008	256	16
-1	0	992	944	32	16
-1	0	736	960	32	16
-1	0	800	976	32	16
-1	0	928	976	32	16
-1	0	704	848	32	16
-1	0	704	880	32	16
-1	0	704	864	32	16
4	1	28	928	8	16
4	1	92	928	8	16
4	1	172	928	8	16
4	1	237	928	8	16
4	1	284	928	8	16
5	1	288	960	16	16
4	1	349	928	8	16
4	1	412	928	8	16
4	1	476	928	8	16
4	1	540	928	8	16
4	1	588	928	8	16
4	1	732	928	8	16
5	1	720	960	16	16
4	1	860	928	8	16
4	1	924	896	8	16
4	1	988	927	8	16
6	1	992	962	16	45
14	1	992	956	16	16
