304
-1	0	0	1616	32	16
-1	0	224	1616	32	16
-1	0	64	1648	128	16
-1	0	0	1680	928	16
-1	0	960	1680	64	16
-1	0	0	1696	928	16
-1	0	960	1696	64	16
-1	0	992	1728	64	16
-1	0	1792	1728	32	16
-1	0	992	1744	64	16
-1	0	1408	1744	128	16
-1	0	1792	1744	32	16
-1	0	992	1760	64	16
-1	0	1792	1760	32	16
-1	0	512	1776	64	16
-1	0	608	1776	480	16
-1	0	1120	1776	256	16
-1	0	1728	1776	160	16
-1	0	1920	1776	320	16
-1	0	2272	1776	32	16
-1	0	512	1792	32	16
-1	0	992	1792	64	16
-1	0	1280	1792	32	16
-1	0	2048	1792	32	16
-1	0	512	1808	32	16
-1	0	1024	1808	32	16
-1	0	1280	1808	32	16
-1	0	1568	1808	32	16
-1	0	1696	1808	32	16
-1	0	2048	1808	32	16
-1	0	512	1824	32	16
-1	0	1280	1824	32	16
-1	0	2048	1824	32	16
-1	0	512	1840	32	16
-1	0	1280	1840	32	16
-1	0	1440	1840	32	16
-1	0	1952	1840	32	16
-1	0	2048	1840	32	16
-1	0	512	1856	32	16
-1	0	1280	1856	32	16
-1	0	1952	1856	32	16
-1	0	2048	1856	32	16
-1	0	512	1872	1600	16
-1	0	2144	1872	160	16
-1	0	512	1888	1600	16
-1	0	2144	1888	160	16
-1	0	1184	1920	32	16
-1	0	2016	1920	32	16
-1	0	1184	1936	32	16
-1	0	1856	1936	128	16
-1	0	2016	1936	32	16
-1	0	1184	1952	32	16
-1	0	2016	1952	32	16
-1	0	768	1968	352	16
-1	0	1152	1968	64	16
-1	0	2016	1968	128	16
-1	0	1088	1984	32	16
-1	0	2016	1984	64	16
-1	0	1088	2000	32	16
-1	0	1792	2000	32	16
-1	0	2016	2000	64	16
-1	0	2176	2000	32	16
-1	0	2240	2000	32	16
-1	0	1088	2016	32	16
-1	0	832	2032	64	16
-1	0	928	2032	64	16
-1	0	1088	2032	32	16
-1	0	1184	2032	64	16
-1	0	1856	2032	96	16
-1	0	1088	2048	32	16
-1	0	1184	2048	64	16
-1	0	1856	2048	96	16
-1	0	768	2064	64	16
-1	0	864	2064	1440	16
-1	0	768	2080	64	16
-1	0	864	2080	1440	16
-1	0	768	2160	416	16
-1	0	768	2256	512	16
-1	0	768	2272	512	16
-8	5	1144	2248	16	8	isMoveUp	1	isUpRightStair	1
-8	5	1216	2176	16	16	isMoveUp	0	isUpRightStair	1
-8	5	1168	2144	16	16	isMoveUp	0	isUpRightStair	0
-8	5	1208	2184	16	8	isMoveUp	1	isUpRightStair	0
-1	0	1194	2192	86	16
18	1	1063	2118	16	31
-8	5	889	2153	17	7	isMoveUp	1	isUpRightStair	0
-8	5	816	2048	16	16	isMoveUp	0	isUpRightStair	0
-8	5	953	2025	17	7	isMoveUp	1	isUpRightStair	0
-8	5	880	1952	16	16	isMoveUp	0	isUpRightStair	0
-8	5	1104	1952	16	16	isMoveUp	0	isUpRightStair	0
-8	5	1177	2025	20	7	isMoveUp	1	isUpRightStair	0
-8	5	665	1865	16	7	isMoveUp	1	isUpRightStair	0
-8	5	560	1760	16	16	isMoveUp	0	isUpRightStair	0
-8	5	888	1769	17	7	isMoveUp	1	isUpRightStair	1
-8	5	960	1664	16	16	isMoveUp	0	isUpRightStair	1
-8	5	1072	1760	16	16	isMoveUp	0	isUpRightStair	0
-8	5	1176	1865	16	7	isMoveUp	1	isUpRightStair	0
