61
-1	0	672	1408	64	16
-1	0	640	1440	32	16
-1	0	0	1472	160	16
-1	0	192	1472	32	16
-1	0	384	1472	160	16
-1	0	576	1472	64	16
-1	0	736	1472	32	16
-1	0	960	1472	32	16
-1	0	1280	1472	32	16
-1	0	1344	1472	32	16
-1	0	1408	1504	128	16
-1	0	1472	1392	32	16
-1	0	1504	1424	32	16
-1	0	1472	1456	32	16
-1	0	1408	1488	64	16
4	1	29	1408	8	16
4	1	93	1408	8	16
4	1	157	1408	8	16
4	1	220	1407	8	16
4	1	285	1440	8	16
4	1	348	1439	8	16
4	1	413	1407	8	16
4	1	476	1408	8	16
4	1	540	1408	8	16
4	1	604	1408	8	16
4	1	668	1375	8	16
4	1	732	1375	8	16
4	1	1116	1431	8	16
4	1	1181	1441	8	16
4	1	1245	1430	8	16
4	1	1308	1431	8	16
4	1	1372	1439	8	16
4	1	1437	1407	8	16
3	1	314	1440	12	14
10	1	281	1408	16	32
10	1	409	1426	16	32
10	1	536	1426	16	32
3	1	602	1441	12	14
3	1	785	1392	12	14
10	1	808	1432	16	32
3	1	1068	1442	12	14
10	1	1176	1405	16	32
3	1	1418	1424	12	14
11	1	304	1488	32	8
11	1	848	1495	32	8
11	1	1072	1496	32	8
11	1	1136	1472	32	8
-1	0	672	1424	16	16
-1	0	704	1424	16	16
-1	0	640	1456	32	16
-1	0	0	1488	160	16
-1	0	192	1488	32	16
-1	0	384	1488	160	16
-1	0	576	1488	64	16
-1	0	736	1488	32	16
-1	0	960	1488	32	16
-1	0	1280	1488	32	16
-1	0	1344	1488	32	16
-1	0	1408	1520	128	16
-1	0	688	1424	16	16
-1	0	720	1424	16	16
